,Unnamed: 0,public_metrics,source,entities,text,conversation_id,author_id,geo,lang,created_at,in_reply_to_user_id,id,referenced_tweets,reply_settings,possibly_sensitive,attachments,context_annotations,location,likes,retweets,replies,quotes
54,54,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,You yelled rape at the top of your lungs.,172522206541258752,57599695,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5291233, 39.17797557]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/23/2012,,172522206541258752,,everyone,False,,,IUB,0,1,2,0
55,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,This dude just ordered the exact same thing as me...I'm afraid he wants to rape me.,169875561764749313,57599695,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53869331, 39.18737615]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/15/2012,,169875561764749313,,everyone,False,,,IUB,0,0,0,0
56,56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 14, 'end': 30, 'username': 'AndreaHochstetl', 'id': '366319766'}], 'annotations': [{'start': 31, 'end': 36, 'probability': 0.8603, 'type': 'Person', 'normalized_text': 'andrea'}]}",“@Karnageous: @andreahochstetl andrea...it may be. But besides the rape status you werent too bad.” that was dumb. should have called you.,168238033538260992,366319766,"{'coordinates': {'type': 'Point', 'coordinates': [-86.50870249, 39.17120826]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/11/2012,,168238033538260992,,everyone,False,,,IUB,0,0,0,0
57,57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Whomper_Dinker', 'id': '473483551'}], 'hashtags': [{'start': 50, 'end': 57, 'tag': 'ballin'}]}","@Whomper_Dinker some call it rape, others call it #ballin",167886200760320000,273304609,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53486203, 39.1830173]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/10/2012,473483551.0,167886497201135616,"[{'type': 'replied_to', 'id': '167886200760320000'}]",everyone,False,,,IUB,0,0,1,0
58,58,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I glare at every person on the sidewalk that is stronger than me. My eyes scream: you do not have the power to rape me,166715626549817344,68038036,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51538804, 39.16898577]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/07/2012,,166715626549817344,,everyone,False,,,IUB,0,1,0,0
59,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,There are actually men that rape their own daughters... That's unreal...,166127141241626624,177742305,"{'coordinates': {'type': 'Point', 'coordinates': [-86.4769789, 39.16241694]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,02/05/2012,,166127141241626624,,everyone,False,,,IUB,0,0,0,0
60,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,How I know the world is messed up: selling marijuana is considered worse in the public eye than forcible rape of a former spouse,162030406122745857,41941501,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51126528, 39.17138929]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,01/25/2012,,162030406122745857,,everyone,False,,,IUB,0,0,0,0
61,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,,Getting ready to rape this french exam,160145888273121280,245629896,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5060348, 39.1680531]}}",en,01/19/2012,,160145888273121280,,everyone,False,,,IUB,0,0,0,0
62,62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 11, 'username': 'Lyssssss_', 'id': '402868544'}, {'start': 13, 'end': 25, 'username': 'DrunkBarney', 'id': '635150427'}]}",“@lyssssss_: @DrunkBarney RAPE ME”,158039512914735104,224671082,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.53097968, 39.1701702]}}",en,01/14/2012,,158039512914735104,,everyone,False,,,IUB,0,0,0,0
63,63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 47, 'end': 61, 'tag': 'btowntroubles'}]}",My first kiss was face rape! He face raped me! #btowntroubles,156618839373778944,209963508,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52845829, 39.166305]}}",en,01/10/2012,,156618839373778944,,everyone,False,,,IUB,0,0,0,0
64,64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 7, 'username': 'keyoki', 'id': '2198340462'}]}","@keyoki alsp I get real tired of people arguing that it's totes not about sexual assault, the woman is just trying to keep up appearances",401102881077485568,45938066,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.49319287, 39.16582833]}}",en,11/14/2013,23631167.0,401104782108012544,"[{'type': 'replied_to', 'id': '401104017964539904'}]",everyone,False,,,IUB,0,0,0,0
65,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 59, 'end': 72, 'tag': 'BlurredLines'}], 'annotations': [{'start': 15, 'end': 20, 'probability': 0.6029, 'type': 'Person', 'normalized_text': 'Foster'}], 'urls': [{'start': 73, 'end': 95, 'url': 'http://t.co/RQOkTWYDBs', 'expanded_url': 'https://twitter.com/J_Hubert/status/396076739576602625/photo/1', 'display_url': 'pic.twitter.com/RQOkTWYDBs'}]}",Leave it up to Foster to make sexual assault even creepier #BlurredLines http://t.co/RQOkTWYDBs,396076739576602625,275668864,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.51813707, 39.17502687]}}",en,11/01/2013,,396076739576602625,,everyone,False,{'media_keys': ['3_396076739442397184']},,IUB,0,0,0,0
66,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,@madizielinski if you still have the screenshots and the victim is willing that is sexual assault.,388885062097199104,162919243,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.51486085, 39.16598949]}}",en,10/12/2013,732026689.0,389034103896416256,"[{'type': 'replied_to', 'id': '389033672545812480'}]",everyone,False,,,IUB,0,0,0,0
67,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.9333, 'type': 'Person', 'normalized_text': 'Smallwood'}], 'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/FWFvifgTzL', 'expanded_url': 'https://www.idsnews.com/news/mobile/story.aspx?id=92571', 'display_url': 'idsnews.com/news/mobile/st…'}]}",Smallwood refused to help BPD identify a sexual assault victim's attacker to protect his privacy? Both are residents https://t.co/FWFvifgTzL,326326353991438338,50842061,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.53203332, 39.18214902]}}",en,04/22/2013,,326326353991438338,,everyone,False,,,IUB,1,0,0,0
68,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,,Class. Topic is Sexual Assault. The male comments to interviews we've watched have made me for the 1st time be embarrassed by my gender.,299280837919260672,353350618,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52176356, 39.17010525]}}",en,02/06/2013,,299280837919260672,,everyone,False,,,IUB,1,0,0,0
69,69,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 86, 'end': 89, 'probability': 0.7151, 'type': 'Organization', 'normalized_text': 'NCAA'}], 'urls': [{'start': 122, 'end': 142, 'url': 'http://t.co/FV1ChY0P', 'expanded_url': 'http://www.salon.com/2013/01/17/notre_dames_double_standard/', 'display_url': 'salon.com/2013/01/17/not…'}]}",Sports media questions coverage of Te'o's girlfriend? Instead question coverage of ND/NCAA football &amp; sexual assault. http://t.co/FV1ChY0P,292323687707844608,15334543,"{'place_id': '1010ecfa7d3a40f8', 'coordinates': {'type': 'Point', 'coordinates': [-86.48767212, 39.15159696]}}",en,01/18/2013,,292323687707844608,,everyone,False,,,IUB,0,1,0,0
70,70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 1, 'end': 16, 'username': 'WestfieldPatch', 'id': '38252497'}], 'hashtags': [{'start': 18, 'end': 31, 'tag': 'BreakingNews'}, {'start': 123, 'end': 131, 'tag': 'scummit'}], 'urls': [{'start': 101, 'end': 121, 'url': 'http://t.co/5vJIoS2b', 'expanded_url': 'http://westfield.patch.com', 'display_url': 'westfield.patch.com'}]}","""@WestfieldPatch: #BreakingNews | Summit Man Arrested For Alleged Sexual Assault Of Disabled Women | http://t.co/5vJIoS2b"" #scummit",289469061744697344,42711741,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5215504, 39.1663953]}}",en,01/10/2013,,289469061744697344,,everyone,False,,,IUB,1,0,0,0
71,71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 69, 'end': 82, 'probability': 0.9869, 'type': 'Person', 'normalized_text': 'Jameis Winston'}], 'hashtags': [{'start': 84, 'end': 110, 'tag': 'FantasyFootballDomination'}], 'urls': [{'start': 111, 'end': 133, 'url': 'http://t.co/vRFYcac3Cx', 'expanded_url': 'https://twitter.com/Chris_Carlton/status/412442278343344130/photo/1', 'display_url': 'pic.twitter.com/vRFYcac3Cx'}]}",This is about as close as it gets to legal rape when your name isn't Jameis Winston #FantasyFootballDomination http://t.co/vRFYcac3Cx,412442278343344130,311177347,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51545858, 39.17128156]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/16/2013,,412442278343344130,,everyone,False,{'media_keys': ['3_412442278272049153']},,IUB,0,0,0,0
72,72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,this final is going to rape me.,411901341531766784,92863976,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51975513, 39.17793305]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/14/2013,,411901341531766784,,everyone,False,,,IUB,1,0,0,0
73,73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 10, 'username': 'MTVIndia', 'id': '16507391'}], 'hashtags': [{'start': 101, 'end': 108, 'tag': 'Sec377'}, {'start': 109, 'end': 127, 'tag': 'EqualRightsForAll'}]}","“@MTVIndia: Rape, Corruption and Religious fanaticism are criminal activities, homosexuality is not. #Sec377 #EqualRightsForAll”",410676919969935360,366873608,"{'coordinates': {'type': 'Point', 'coordinates': [-86.539355, 39.1802018]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/11/2013,16507391.0,410677342151782401,"[{'type': 'replied_to', 'id': '410676919969935360'}]",everyone,False,,,IUB,0,0,0,0
74,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 1, 'end': 8, 'username': 'BroBii', 'id': '1234765211887759362'}, {'start': 10, 'end': 20, 'username': 'Sabeeh395', 'id': '544543457'}]}","""@brobii: @Sabeeh395 my GPA is so high it could rape a cloud"" wow. Just wow. I can't even. That's just miraculous",410639949642223616,544543457,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5173207, 39.1709473]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,12/11/2013,,410639949642223616,,everyone,False,,,IUB,0,0,0,0
75,75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,Ok Family Guy...that daughter's virginity rape/ gambling joke did make me laugh. Your move.,405580621109403648,383721577,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5067806, 39.1706914]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/27/2013,,405580621109403648,,everyone,False,,,IUB,0,0,0,0
76,76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,"Rape me, my friend.",400322640193138688,305407185,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53608939, 39.17303737]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,11/12/2013,,400322640193138688,,everyone,False,,,IUB,0,0,0,0
77,77,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,Im@in  rape basement,394318472429072384,30388497,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53127022, 39.18142765]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/27/2013,,394318472429072384,,everyone,False,,,IUB,1,0,1,0
78,78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Plume for Android,,"I just heard a legitimately funny rape joke. A really insightful one, from a straight cis dude. I'm genuinely impressed.",391375684578205696,45938066,"{'coordinates': {'type': 'Point', 'coordinates': [-86.55017836, 39.17117117]}, 'place_id': '1010ecfa7d3a40f8'}",en,10/19/2013,,391375684578205696,,everyone,False,,,IUB,0,0,0,0
79,79,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,Is rape acceptable if the victim is my pysch exam?,390882317599641600,251902200,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52127889, 39.17016582]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/17/2013,,390882317599641600,,everyone,False,,,IUB,1,0,0,0
80,80,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,,you could say I'd date rape my best friends,389871377903124480,311211319,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51900679, 39.16870358]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/14/2013,,389871377903124480,,everyone,False,,,IUB,2,3,1,0
81,81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,,I forgot what it was like to have a test totally rape me until today.,389747140123033600,155381512,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52044551, 39.16728831]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/14/2013,,389747140123033600,,everyone,False,,,IUB,3,0,0,0
82,82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,It's really sad to know that a rape happened where I lived last year. Why can't we just stop when the other person says no? 💔,388686026845077504,247095088,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51080418, 39.16504972]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/11/2013,,388686026845077504,,everyone,False,,,IUB,0,0,0,0
83,83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 102, 'end': 107, 'tag': 'TBTN'}], 'annotations': [{'start': 95, 'end': 100, 'probability': 0.919, 'type': 'Person', 'normalized_text': 'Stacey'}]}","""As we take back the night, I hope we also take back our hearts and minds from rape culture"" - Stacey #TBTN",387709540814573568,1908354355,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52664142, 39.16791456]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/08/2013,,387709540814573568,,everyone,False,,,IUB,0,0,0,0
84,84,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,,"""I swear if this is on my test I'm gonna rape a dragon 🐲""",387199000027213824,241322335,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52114593, 39.16632833]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,10/07/2013,,387199000027213824,,everyone,False,,,IUB,2,0,1,0
85,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"According to my psychology teacher, the song "" blurred lines"" is about rape...",379991177740566529,50345849,"{'coordinates': {'type': 'Point', 'coordinates': [-86.59921631, 39.14972064]}, 'place_id': '1010ecfa7d3a40f8'}",en,09/17/2013,,379991177740566529,,everyone,False,,,IUB,0,0,0,0
86,86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I'm yelling date rape,379123939751911425,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52933528, 39.17941479]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/15/2013,,379123939751911425,,everyone,False,,,IUB,0,0,0,0
87,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,this semester is going to rape me.,377178701311795201,92863976,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51975531, 39.17798361]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/09/2013,,377178701311795201,,everyone,False,,,IUB,0,0,0,0
88,88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 7, 'end': 23, 'username': 'neverknownfacts', 'id': '971159155057684480'}], 'annotations': [{'start': 28, 'end': 33, 'probability': 0.9967, 'type': 'Place', 'normalized_text': 'Kansas'}]}","WTF?! “@neverknownfacts: In Kansas, if a woman commits rape, and becomes pregnant because of it, she can sue the victim for child support.”",375136228016160768,366873608,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5392851, 39.18016777]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/04/2013,629097517.0,375136357951102976,"[{'type': 'replied_to', 'id': '375136228016160768'}]",everyone,False,,,IUB,0,0,0,0
89,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"I'd like to imagine every campus has a ""Girl Who Cried 'Rape'"" story.",374014267118202881,383721577,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51340949, 39.16866529]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,09/01/2013,,374014267118202881,,everyone,False,,,IUB,0,0,0,0
90,90,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,A raccoon is trying to rape me and my friends help.,373320300143734784,18626518,"{'coordinates': {'type': 'Point', 'coordinates': [-86.50634296, 39.16873515]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,08/30/2013,,373320300143734784,,everyone,False,,,IUB,0,0,0,0
91,91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 43, 'end': 53, 'username': 'g_m_brown', 'id': '998776760'}]}",Just watched IU rape ISU.... Hahahahahaaaa @g_m_brown,373274566271193088,1090124328,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5814302, 39.1516985]}, 'place_id': '1010ecfa7d3a40f8'}",tl,08/30/2013,,373274566271193088,,everyone,False,,,IUB,0,0,0,0
92,92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 10, 'username': 'NoRapist', 'id': '986476848'}], 'annotations': [{'start': 62, 'end': 77, 'probability': 0.7742, 'type': 'Other', 'normalized_text': 'Struggle Snuggle'}]}","“@NoRapist: Don't consider it ""Rape""... I prefer the term... ""Struggle Snuggle""”",373209250014568450,311211319,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52411867, 39.16864116]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,08/29/2013,1214006592.0,373213021494968320,"[{'type': 'replied_to', 'id': '373209250014568450'}]",everyone,False,,,IUB,0,0,0,0
